Accession	Name	Description	ID
ARO:3004719	Tet(X3)	A tetracyline resistance gene located on an approximately 300-kb plasmid, designated p47AB. It inactivates all tetracyclines, including tigecycline, eravacycline, and omadacycline.Adjacent to insertion sequence ISVsa3 on the conjugative plasmid.	42774
ARO:3004720	Tet(X4)	A tetracyline resistance gene located on an approximately 180-kb plasmid, designated p47EC. It inactivates all tetracyclines, including tigecycline, eravacycline, and omadacycline.Adjacent to insertion sequence ISVsa3 on the conjugative plasmid.	42775
ARO:3004721	Mycobacterium tuberculosis rpsA mutations conferring resistance to pyrazinamide	RpsA, the 30S ribosomal protein S1 of Mycobacterium tuberculosis, is involved in trans-translation and is targeted by pyrazinonic acid, the active form of the antibiotic pyrazinamide, which disrupts the initiation of mRNA translation. Mutations in the amino acid sequence of rpsA can confer resistance to pyrazinamide maintaining rpsA function.	42776
ARO:3004722	pyrazinamide resistant rpsA	The 30S ribosomal protein S1 of Mycobacterium tuberculosis is required for mRNA translation initiation, playing a particular role in trans-translation. Mutations to rpsA prevent pyrazinoic acid, the active form of pyrazinamide catalyzed by pncA, from targeting RpsA to inhibit translation.	42777
ARO:3004723	gradient plate method	A method to determine microbial susceptibility to antibiotics in which test bacteria is inoculated onto an agar plate that contains a concentration gradient of antibiotic. The minimum inhibitory concentration of antibiotic is assessed.	42778
ARO:3004724	ceftolozane-tazobactam	An antibiotic cocktail containing the cephalosporin antibiotic ceftolozane and the beta-lactamase inhibitor tazobactam	42779
ARO:3004725	vancomycin-resistant beta prime subunit of RNA polymerase (rpoC)	Point mutations in rpoC, an RNA polymerase subunit, which confer resistance to vancomycin	42780
ARO:3004726	cefpirome	Cefpirome is a fourth generation cephalosporin with activity against methicillin-susceptible Staphylococcus aureus, coagulase-negative staphylococci and viridans group streptococci, and in vitro activity towards Streptococcus pneumoniae.	42781
ARO:3004727	cefsulodin	Cefsulodin is a third generation cephalosporin with with activity against Pseudomonas spp., but little activity against other Gram-negative  bacteria.	42782
ARO:3004728	carumonam	Carumonam is a monobactam antibiotic. It has activity towards Gram-negative bacteria with negligible activity towards Gram-postitive bacteria.	42783
ARO:3004729	LYS228	A monobactam with potent activity against Enterobacteriaceae. Stable to metallo-B-lactamases and serine carbapenemases resulting in potency against the majority of extended-spectrum B-lactamase-producing and carbapenem-resistant Enterobacteriaceae strains tested.	42833
ARO:3004730	tva(A)	A pleuromutilin resistance gene encoding a predicted ABC-F transporter. The presence of inhibitory or sub-inhibitory concentrations of tiamulin showed that tva(A) confers reduced pleuromutilin susceptibility that does not lead to clinical resistance but facilitates the development of higher-level resistance via mutations in genes encoding ribosome-associated functions.	42834
ARO:3004731	Zabofloxacin	A fluoroquinolone with potent activity against Gram-positive pathogens. Showed the most potent in vitro and in vivo activities against drug-resistant Streptococcus pneumoniae. One of the most potent antibacterial agent against penicillin-resistant S. pneumoniae in a murine systemic infection model.	42836
ARO:3004732	Finefloxacin	An 8-cyano-substituted fluoroquinolone with increased antibacterial activity in acidic conditions in contrast to other fluoroquinolones which demonstrate reduced activity in lower pH. Finefloxacin showed increased bactericidal activity at pH 5 in comparison to pH 7 and ciprofloxacin at pH 5 in vitro.	42838
ARO:3004733	Nemonoxacin	A C-8-methoxy non-fluorinated quinolone exhibiting potent antibacterial activities against Gram-positive, including MRSA and fluoroquinolone-resistant MRSA, Gram-negative, and atypical pathogens, especially methicillin-resistant Staphylococcus aureus.	42839
ARO:3004734	ARL-1	ARL-1 is a beta-lactamase gene found in Staphylococcus Arlettae.	42843
ARO:3004735	ARL-2	ARL-2 is a beta-lactamase gene found in Staphylococcus Arlettae.	42845
ARO:3004736	ARL-3	ARL-3 is a beta-lactamase gene found in Staphylococcus arlettae.	42846
ARO:3004737	ARL-4	ARL-4 is a beta-lactamase gene found in Staphylococcus arlettae.	42847
ARO:3004738	ARL-5	ARL-5 is a beta-lactamase gene found in Staphylococcus arlettae.	42848
ARO:3004739	ARL-6	ARL-6 is a beta-lactamase gene found in Staphylococcus arlettae.	42849
ARO:3004740	AST-1	AST-1 is a broad-spectrum beta-lactamase gene found in Nocardia asteroides.	42850
ARO:3004741	AST Beta-lactamase	A family of beta-lactamase known for their broad spectrum resistance profile.	42851
ARO:3004742	ARL Beta-lactamase	ARL beta-lactamase is an AMR Gene Family associated with Staphylococcus arlettae.	42853
ARO:3004745	MIR-23	MIR-23, originally described as AZECL-25, is a class C beta-lactamase that is found in Enterobacter cloacae.	42856
ARO:3004746	BAT Beta-lactamase	BAT is a class D beta-lactamase.	42857
ARO:3004747	BAT-1	BAT-1 is a class D beta-lactamase found in Bacillus atrophaeus.	42858
ARO:3004748	BCL Beta-lactamase	BCL beta-lactamase is a class A beta-lactamase.	42860
ARO:3004749	BCL-1	BCL-1 is a class A beta-lactamase found in Bacillus clausii.	42861
ARO:3004750	BES Beta-lactamase	BES beta-lactamase is a class A beta-lactamase family.	42862
ARO:3004751	BES-1	BES-1 is a class A beta-lactamase that is found in Serratia marcescens.	42863
ARO:3004752	BIC Beta-lactamase	BIC is a class A beta-lactamase conferring resistance to carbapenem.	42864
ARO:3004753	BIC-1	BIC-1 is a beta-lactamase conferring resistance to carbapenems that is found in Pseudomonas fluorescens.	42865
ARO:3004754	BIL Beta-lactamase	BIL beta-lactamase is plasmid-borne and is a class C beta-lactamase.	42866
ARO:3004755	BIL-1	BIL-1 is a plasmid-borne beta-lactamase that is also a class C beta-lactamase.	42867
ARO:3004756	BKC Beta-lactamase	BKC beta-lactamase is a class A beta-lactamase.	42868
ARO:3004757	BKC-1	BKC-1 is a beta-lactamase conferring resistance to carbapenem and is found in Brazilian Klebsiella.	42869
ARO:3004758	BPU Beta-lactamase	BPU is a class D beta lactamase gene family.	42870
ARO:3004759	BPU-1	BPU-1 is a class D beta-lactamase found in Bacillus pumilus.	42871
ARO:3004760	BRO Beta-lactamase	BRO is a class A beta-lactamase that is found in M.catarrhalis.	42873
ARO:3004761	BRO-1	BRO-1 is a class A beta-lactamase found in M.catarrhalis.	42874
ARO:3004762	BRO-2	BRO-2 is a class A beta-lactamase found in M.catarrhalis.	42875
ARO:3004763	CBP beta-lactamase	CBP is a class A beta-lactamase family found in C. botulinum.	42877
ARO:3004764	CBP-1	CBP-1 is a class A beta-lactamase gene found in C. botulinum.	42878
ARO:3004765	CGA beta-lactamase	CGA is a class A beta-lactamase family that is found in Chryseobacterium gleum.	42879
ARO:3004766	CGA-1	CGA-1 is a class A beta-lactamase gene found in Chryseobacterium gleum.	42880
ARO:3004767	CIA beta-lactamase	CIA is a class A beta-lactamase gene family found in Chryseobacterium indologenes.	42881
ARO:3004768	CIA-1	CIA-1 is a class A beta-lactamase gene found in Chryseobacterium indologenes.	42882
ARO:3004769	CIA-2	CIA-2 is a class A beta-lactamase gene found in Chryseobacterium indologenes.	42884
ARO:3004770	CIA-3	CIA-3 is a class A beta-lactamase gene found in Chryseobacterium indologenes.	42885
ARO:3004771	CIA-4	CIA-4 is a class A beta-lactamase gene found in Chryseobacterium indologenes.	42886
ARO:3004772	CKO beta-lactamase	CKO is a class A beta-lactamase gene family found in Citrobacter koseri.	42887
ARO:3004773	CKO-1	CKO-1 is a class A beta-lactamase gene found in Citrobacter koseri.	42888
ARO:3004774	CME beta-lactamase	CME is a class A beta-lactamase gene family belonging to Chryseobacterium meningosepticum.	42889
ARO:3004775	CME-1	CME-1 is a class A beta-lactamase gene belonging to Chryseobacterium meningosepticum.	42890
ARO:3004776	CMH beta-lactamase	CMH is a class C beta-lactamase gene family belonging to Enterobacter cloacae.	42891
ARO:3004777	CMH-1	CMH-1 is a class C beta-lactamase gene found in Enterobacter cloacae.	42892
ARO:3004778	CMY-135	CMY-135 is a class C beta-lactamase that confers resistance to cephamycin.	42893
ARO:3004779	DES beta-lactamase	DES is a class A beta-lactamase gene family found in Desulfovibrio desulfuricans.	42894
ARO:3004780	DES-1	DES-1 is a class A beta-lactamase gene found in Desulfovibrio desulfuricans.	42895
ARO:3004781	ERP beta-lactamase	ERP is a class A beta-lactamase gene family found in Erwinia persicina.	42897
ARO:3004782	ERP-1	ERP-1 is a class A beta-lactamase gene found in Erwinia persicina.	42898
ARO:3004783	FAR beta-lactamase	FAR is a class A extended spectrum beta-lactamase gene family found in Nocardia farcinica.	42900
ARO:3004784	FAR-1	FAR-1 is a class A beta-lactamase gene found in Nocardia farcinica.	42901
ARO:3004785	FIM beta-lactamase	FIM is a metallo-beta-lactamase gene family found in Pseudomonas aeruginosa.	42903
ARO:3004786	FIM-1	FIM-1 is a metallo-beta-lactamase gene found in Pseudomonas aeruginosa from isolates in Italy.	42904
ARO:3004787	FONA beta-lactamase	FONA is a class A beta-lactamase gene family found in Serratia fonticola.	42905
ARO:3004788	FONA-1	FONA-1 is a class A beta-lactamase gene found in Serratia fonticola.	42906
ARO:3004789	FONA-2	FONA-2 is a class A beta-lactamase gene found in Serratia fonticola.	42907
ARO:3004790	FONA-3	FONA-3 is a class A beta-lactamase gene found in Serratia fonticola.	42908
ARO:3004791	FONA-4	FONA-4 is a class A beta-lactamase gene found in Serratia fonticola.	42909
ARO:3004792	FONA-5	FONA-5 is a class A beta-lactamase gene found in Serratia fonticola.	42910
ARO:3004793	FONA-6	FONA-6 is a class A beta-lactamase gene found in Serratia fonticola.	42911
ARO:3004794	FPH beta-lactamase	FPH is a carbapenem-hydrolyzing class A beta-lactamase found in Francisella philomiragia.	42912
ARO:3004795	FPH-1	FPH-1 is a carbapenem-hydrolyzing class A beta-lactamase gene found in Francisella philomiragia.	42913
ARO:3004796	FRI beta-lactamase	FRI is a carbapenem-Hydrolyzing Class A beta-Lactamase from Enterobacter cloacae.	42915
ARO:3004797	FRI-1	FRI-1 is a carbapenem-hydrolyzing Class A beta-lactamase found in Enterobacter cloacae.	42916
ARO:3004798	FRI-2	FRI-2 is a carbapenem-hydrolyzing Class A beta-lactamase gene found in Enterobacter asburiae.	42917
ARO:3004799	FRI-3	FRI-3 is a carbapenem-hydrolyzing Class A beta-lactamase gene found in Enterobacter cloacae.	42918
ARO:3004800	FTU beta-lactamase	FTU is a class A beta-lactamase gene family found in Francisella tularensis.	42919
ARO:3004801	FTU-1	FTU-1 is a class A beta-lactamase gene found in Francisella tularensis. It causes Tularemia.	42920
ARO:3004802	GOB-10	GOB-10 is a class B beta-lactamase gene found in Chryseobacterium meningosepticum.	42922
ARO:3004803	GOB-11	GOB-11 is a class B beta-lactamase gene found in Chryseobacterium meningosepticum.	42923
ARO:3004804	GOB-12	GOB-12 is a class B beta-lactamase gene found in Elizabethkingia meningoseptica.	42924
ARO:3004805	GOB-13	GOB-13 is a class B beta-lactamase gene found in Elizabethkingia meningoseptica.	42925
ARO:3004806	GOB-14	GOB-14 is a class B beta-lactamase gene found in Elizabethkingia meningoseptica.	42926
ARO:3004807	GOB-15	GOB-15 is a class B beta-lactamase gene found in Elizabethkingia meningoseptica.	42927
ARO:3004808	GOB-16	GOB-16 is a class B beta-lactamase gene found in Elizabethkingia meningoseptica.	42928
ARO:3004809	GOB-2	GOB-2 is class B beta-lactamase gene found in Elizabethkingia meningoseptica.	42929
ARO:3004810	GOB-3	GOB-3 is a class B beta-lactamase gene found in Elizabethkingia meningoseptica.	42930
ARO:3004811	GOB-4	GOB-4 is a class B beta-lactamase gene found in Elizabethkingia meningoseptica.	42931
ARO:3004812	GOB-5	GOB-5 is a class B beta-lactamase gene found in Elizabethkingia meningoseptica.	42932
ARO:3004813	GOB-6	GOB-6 is a class B beta-lactamase gene found in Elizabethkingia meningoseptica.	42933
ARO:3004814	GOB-7	GOB-7 is a class B beta-lactamase gene found in Elizabethkingia meningoseptica.	42934
ARO:3004815	GOB-8	GOB-8 is a class B beta-lactamase gene found in Elizabethkingia meningoseptica.	42935
ARO:3004816	GOB-9	GOB-9 is a class B beta-lactamase gene found in Elizabethkingia meningoseptica.	42936
ARO:3004817	HERA-2	HERA-2 is a class A beta-lactamase found in Atlantibacter hermannii.	42937
ARO:3004818	HERA-3	HERA-3 is a class A beta-lactamase found in Escherichia hermannii.	42938
ARO:3004819	HERA-4	HERA-4 is a class A beta-lactamase found in Escherichia hermannii.	42949
ARO:3004820	HERA-5	HERA-5 is a class A beta-lactamase found in Escherichia hermannii.	42950
ARO:3004821	HERA-6	HERA-6 is a class A beta-lactamase found in Escherichia hermannii.	42951
ARO:3004822	HERA-8	HERA-8 is a class A beta-lactamase found in Escherichia hermannii.	42952
ARO:3004823	IMP-52	IMP-52 is a class B metallo-beta-lactamase found in Escherichia coli.	42953
ARO:3004824	LAP beta-lactamase	LAP is a Ambler Class A beta-lactamase gene family that confers resistance to quinolones.	42954
ARO:3004825	LAP-1	LAP-1 is an Ambler Class A beta-lactamase gene conferring resistance to quinolones.	42955
ARO:3004826	LAP-2	LAP-2 is an Ambler Class A beta-lactamase gene conferring resistance to quinolones.	42956
ARO:3004827	LEN-35	LEN-35 is a Class A beta-lactamase gene found in Klebsiella variicola.	42957
ARO:3004828	LEN-36	LEN-36 is a class A beta-lactamase gene found in Klebsiella variicola.	42958
ARO:3004829	LEN-37	LEN-37 is a Class A beta-lactamase gene found in Klebsiella variicola.	42959
